County,All_2013,All_2014,All_2015,Private-goods-producing-2013,Private-goods-producing-2014,Private-goods-producing-2015,Private services-providing-2013,Private services-providing-2014,Private services-providing-2015,Gov-2013,Gov-2014,Gov-2015
Alamosa,1.6,1.5,7.1,4.1,11.1,23.1,2.6,0.1,5.4,-2.8,-0.2,1.7
Arapahoe,17.3,0.1,4.1,2.9,3.4,2.2,21.4,-0.4,4.3,-1.7,0.5,4
Archuleta,20.9,-12.9,0.6,0.6,5.4,1.2,28.9,-18.7,-0.7,1.2,6,7.2
Baca,-7.6,-1.2,6.6,0.5,3.3,17.7,-17.7,-8.8,-3,-3.9,1.9,3.3
Bent,-4,0.6,7.3,10.6,15.4,25.7,-8.7,-6.6,0.6,-8.6,-1.3,0.1
Boulder,-7.2,8.1,7.1,4.3,2.5,5.2,-10.4,10.3,7.9,-0.1,2.1,4.3
Broomfield,7.4,-4,5.5,-1.2,-5.8,-5.1,14.6,-2.9,12.6,1.4,2.2,7.7
Chaffee,13.8,1.8,3.8,11.3,-0.9,-1.1,20.4,2,4.3,0,3.4,5.8
Cheyenne,-0.9,5.3,-0.8,-0.8,14.2,-0.9,1.3,-4.9,-2.1,-5.9,3.4,2.3
Clear Creek,17.5,6.6,0.6,29.7,7.7,-1.2,3.2,6.3,4.1,-4.5,0.5,0.6
Conejos,0.6,2.3,3.4,11.4,9.5,15.8,-5.7,1.3,1.4,0,-4.8,-9
Costilla,-5,1.7,-3.9,7.4,11.8,8,-9.4,-1.7,-9.7,-1.8,1.2,1.7
Crowley,-0.7,5.2,4.4,-2.8,-8.1,8,3.6,21.7,5.5,-2.9,2.3,-0.7
Custer,5.2,6.6,4,11.3,23.1,3.3,4.7,-2.8,3.9,-4.5,2.2,6
Delta,1.1,5.9,-0.3,9,-0.3,-23.9,-3,14.6,15.9,-4.4,-1.3,2.2
Denver,1.1,6.9,6.5,10.2,23.9,21.6,-0.6,3.7,3.2,0.1,2.7,5.4
Dolores,11,62.9,-0.4,73.9,165.8,-1.4,-15.2,-10.4,-1,-0.4,4.7,4.8
Douglas,-6.9,9.7,5.5,16.5,15.6,4.5,-9.9,9.4,5.8,0.6,2.2,4
Eagle,-20.9,16.9,5.5,11.6,25.2,11.1,-24.2,17.2,5.1,-2.8,2,3
Elbert,-0.2,-2,3.8,27.9,1.2,0.5,-11.5,-4.1,6.7,-4.6,-2.2,1.3
El Paso,3.4,3.7,1.1,8,4.5,-0.9,6,5.1,2.2,-3.4,0.5,-0.6
Fremont,6,0.7,2.6,12.9,6.4,2.3,13.5,-1.8,1.8,-3.7,1.3,3.5
Garfield,-2.7,2.2,2.6,0.8,6.3,0.1,-4.4,0.6,3.3,-1.2,1.4,3.2
Gilpin,-7.6,-7.7,-0.4,(D),(D),6.2,(D),(D),-0.7,-1.2,-0.3,0.9
Grand,-1,-7.7,1.2,23.2,8.5,7.4,-3.8,-11.8,-0.5,-1.4,0.3,3.4
Gunnison,10.8,-13.2,-4.1,6.5,-22.4,-9.8,18.8,-11.3,-3.6,-3.8,2.6,4.6
Hinsdale,-5.6,3.7,14.9,(D),(D),0.7,(D),(D),27.1,-0.8,0.6,3.7
Huerfano,-8.6,4.6,2.7,9.4,54.2,3.2,-12.5,-3.8,3.1,-5.2,-2.7,0.6
Jackson,-16.2,-0.8,-1.2,7.1,10.2,6.9,-29.2,-8.3,-3.7,-2.9,2.2,-6.6
Jefferson,7.6,1.7,4.5,5.5,3.3,9.6,10.5,1.5,3.6,-2.6,0.6,2
Kiowa,1.6,-3.5,8.7,10,5.3,14.7,-5.4,-16.1,1.9,-7.6,-5.8,2.4
Kit Carson,-10.7,14.3,3.5,0,14.9,11.3,-19,16.9,-1.7,-4.9,-0.3,1.3
Lake,3.7,4.9,-4,6.5,9.9,-15.8,4.2,-0.5,10.7,-4.2,0.8,3.7
La Plata,15.5,3.6,7.8,16.9,10.7,21.4,18.9,2.6,6.6,0.5,2.1,-0.2
Larimer,18,2.4,3.6,12.5,4.9,5.4,19.5,1.9,3.1,18.8,1.7,3.5
Las Animas,-2.8,-2.7,2.6,-2.5,-1.5,7.4,-2.8,-3.8,1.5,-3.5,-1.7,-0.7
Lincoln,15.2,7,6.6,5.9,9.3,14.8,23,8,7.1,-1.6,2.3,1.1
Logan,-0.4,5.9,3.1,3,15.4,7.9,-2.2,1.6,0.4,-1.4,0.5,2.7
Mesa,-5,4.5,0.3,-3,11.1,-5.2,-6.1,2.7,2.1,-2.1,2.4,0.3
Mineral,25.3,1.2,6.4,80.2,-27.4,-5.6,17,10.2,8.7,5.9,-3.1,5.9
Moffat,-0.9,4.9,-7.2,13,4.4,-2.8,-4.2,6,-9.1,-3,-4.4,2.3
Montezuma,6.8,0.8,0.9,13.4,4.8,4.1,8.8,0.1,0.2,-3.3,-1.2,-0.5
Montrose,-3.6,-0.3,3.6,-5.7,-2,4.9,-3.2,-0.3,3.2,-2.3,1.9,3.4
Morgan,-1.3,1.7,3.9,3.7,6.5,1.6,-5,-2.2,6.8,-3.7,-0.4,-0.7
Otero,5.3,-6.3,-0.5,13.1,-9.8,-0.5,5.4,-7,-1,-2.8,0.2,1
Ouray,11.5,5.9,7.6,86.7,5.8,16.9,-17.9,7.1,0.3,-2.6,2.1,4.2
Park,-16,6.3,4,(D),(D),-0.1,(D),(D),6,-6.6,-0.2,3.1
Phillips,-6.3,2.9,12.5,3,6.6,22.5,-15,-1.4,6,-6.3,3.1,3
Pitkin,36.1,-6.1,0,24.7,-12,10,39.9,-6.5,-0.7,-1.8,3.3,5.9
Prowers,1.2,-4.5,1.8,1.8,-5.1,5.1,2.9,-5.1,-0.3,-4,-2,2
Pueblo,-4.2,0.6,2.8,-7.4,3.2,3,-3.7,0.2,3.1,-3.3,-0.1,1.4
Rio Blanco,4.3,3.4,1.4,5.2,4.7,2.1,7.1,3,-2,-2,0.5,3.9
Rio Grande,-4,3.5,8.7,0.9,0.6,7,-7.7,6.9,12.4,-3.3,0.4,1.4
Routt,-3.7,-4.3,-5.8,-12.8,-14.2,-20.1,-0.7,-2,-3.3,-3.5,1.8,4.6
Saguache,2.3,5,10,-1.4,5.9,16.3,10.6,7,5.9,-1.2,-0.9,1.4
San Juan,-11.6,-31.3,-2,(D),(D),-13.3,(D),(D),0.5,-0.6,-3.7,-1.1
San Miguel,8.2,31.2,7.1,17.4,23.8,13.8,8.8,35.6,6.7,-3.7,-0.3,3.7
Sedgwick,-2.1,2.2,8.2,0.7,12,19.9,-4.7,-8.2,-2.4,-3.5,0,2.1
Summit,-11.3,7.3,9,22.7,13.4,11.2,-14.5,7.2,9.2,-2.6,2.5,4.7
Teller,4.7,4.9,3.9,21.7,16.3,5.4,-0.5,0.1,3,-4.8,2,4.7
Washington,3.1,6.7,16.4,1.8,15.2,33.8,7.9,-0.2,0.9,-3.8,-1.1,3.5
Weld,-2.5,12.4,3.2,8,16.7,2,-9.8,10.9,4.1,1.7,2.4,3.4
Yuma,1,11,12.6,-0.9,19.8,22.5,6.2,-3.2,-5,-0.9,-0.8,0.4
Fairfield,2.2,-2.2,0.2,4.9,-2.3,-4.3,1.9,-2.4,0.9,-0.3,-0.2,1.5
Hartford,-2.7,-1.6,4.6,-1.2,-6.8,7.4,-3.4,-1,4.6,0.9,1,1.3
Litchfield,-4.1,-2.1,-1.6,-2,-8.6,-4.9,-5.9,0.4,-0.4,1.5,-0.6,-0.7
Middlesex,-5,0.1,4.1,-0.1,-3.1,4.5,-7.8,1.7,4.4,-0.4,-1.2,1.9
New Haven,-2.7,0,1,5.1,-1.3,-5.2,-4.7,0.2,2.2,-0.2,0.4,1.9
New London,-3.1,-1.3,1.9,-7.6,-13.6,-0.1,-2.1,3.1,3.1,-2,-2.9,0.1
Tolland,-3.5,-0.5,0.7,-0.4,-6.1,-0.5,-5.7,-0.4,0.6,-0.7,1.9,1.4
Windham,-2,0.2,0,0.5,-8.3,4.1,-2.7,3.1,-1.3,-2.5,0.4,-0.3
Kent,-1.9,1.6,5.2,-9,(D),(D),1,(D),(D),-3.1,-3.2,-0.9
New Castle,-6.2,3.4,1.2,4,4.3,17,-7.3,4,-0.1,-2,-3.3,0.7
Sussex,1.7,30.1,8.7,14.8,(D),(D),-1.6,(D),(D),-1.9,-2.1,3.1
District of Columbia,-0.1,2,2,1.9,-5,-3.5,0.3,3.1,2.9,-0.7,0.4,0.6
Alachua,-1,-1.1,-1,8,-1.6,3.6,-2.4,-2,-0.3,-0.3,0.9,-3.2
Baker,-1.5,1.6,2.1,-21.5,13.5,3.1,5,3.8,5.8,-5.4,-2.8,-2.8
Bay,1.1,2.8,-0.4,1.3,1.9,12.1,2.8,2.3,-2.3,-5.1,4.8,1
Bradford,-9.4,10.5,-2.4,-50.4,60.8,7.9,9,8.5,-5.1,-7.9,-6.6,-3.3
Brevard,4.2,2.8,3.7,2.5,10.7,6.2,6,1.5,3.8,-1.1,-1.6,-0.1
Broward,-1,-1.7,3.5,-11.1,4.3,10.4,-0.1,-2.4,3.5,-1,-0.3,-1.3
Calhoun,-7.2,-0.4,0.4,-27.4,-3,6.9,1,3.4,1.9,-6,-4.3,-4.7
Charlotte,1,9.7,6.3,-10.3,7.9,17,3.7,12.6,6,-2.7,-3.9,-0.5
Citrus,3.1,1.6,-1.7,-17.8,13.9,19.5,6.1,1.3,-3.1,-4.5,-3.6,-5.3
Clay,1.5,2.8,3.6,1.7,20.5,-1.7,2.4,1.8,6.5,-2.5,-3.7,-5.2
Collier,8.9,12.4,10,7.8,-1.4,22.3,10.8,16.4,9.5,-3.1,-0.3,-2.3
Columbia,-8.2,5.6,4.3,-13.4,19.4,10.9,-9.1,4.8,4.9,-2.5,-1,-1.7
DeSoto,-1.5,0.4,4.8,-11,5.6,17.9,5.8,-2.7,-0.4,-3,0.5,-2.4
Dixie,-0.4,-7.3,4.7,0.4,-5.4,15.9,1.8,-14.8,2.1,-3.1,-1.2,-1.1
Duval,2.6,1.8,6.7,13.9,-2.7,9.2,2.7,3.2,7.5,-5.3,-3,-0.4
Escambia,2.6,-0.4,0.2,2,-3.3,9.5,3.3,2.1,0,1.1,-5.2,-3
Flagler,-2.7,7.9,5.4,-1.5,-12.5,12.4,-3,13.6,6.1,-2.5,-1.2,-2.3
Franklin,-10.6,-8.3,-2.8,-23.3,-6.2,-0.5,-10.4,-10,-2.1,-6,-2.7,-5.9
Gadsden,-24.5,6.9,1.6,-48,15.8,-0.2,-16.8,8.8,9.5,-4.3,-1.4,-6.8
Gilchrist,-5.6,-0.4,8,-25.7,7.8,29.9,12.8,-4.2,1.7,-4.3,-2.4,-2.3
Glades,-0.9,-1,12.6,-1,0.4,26.7,6.3,2,3.7,-7.6,-7.3,-6.4
Gulf,0.9,-8.2,-0.1,16.4,-32.3,6.2,0.5,-5.5,0.6,-3.4,-5.4,-3.7
Hamilton,9.7,-15.5,15.7,24,-20.7,30.8,-4.3,-10.6,-1.7,-6.1,-6.4,-1.6
Hardee,-16,6.6,3,-32.8,42.8,-2.4,-7.6,-8.4,8.9,-3.4,-2.3,-5.2
Hendry,-3.2,1.8,11.8,-6.7,3.2,21.1,3.7,1.2,2.7,-2.2,-2.4,-2.8
Hernando,2.2,3.5,1.6,-5.6,7.7,8.6,5.2,4,1.4,-3.1,-1.5,-2.9
Highlands,0,-0.4,3,-4.3,3.2,16.9,1.9,-1,1,-2.9,-2.3,-4.2
Hillsborough,2.3,-0.8,3.2,-0.3,5.3,12.4,3.1,-1.9,2.7,-0.6,0.6,-2
Holmes,-7.2,4.4,0.5,-21.8,24.1,8.4,-0.8,1.3,0.5,-5.2,-1.3,-3.5
Indian River,2.4,5.6,7.6,-7.6,5.8,13.1,5.3,6.5,8,-4.7,-1.1,-3.2
Jackson,-5.2,1.4,-1.1,-14.1,16.2,3.5,-3.4,1,-0.6,-4.1,-3.4,-3.8
Jefferson,2,-4.7,2.2,-14.3,1.4,16,13.7,-5.8,2.2,-5.1,-6.9,-7.9
Lafayette,0.4,3.9,7.9,-9.4,13.8,29.7,15.2,0.9,-0.3,-4.1,-2.4,-4.5
Lake,0.8,4.8,5.7,-2.9,6.5,11.9,2.2,6,5.7,-2.1,-2.2,-0.3
Lee,-0.7,3.9,4.2,-25.4,18.2,11.7,2.6,3,4.3,0,1,-0.7
Leon,-0.8,0.3,-0.4,-32.1,-0.5,-11.6,2.4,0.9,2.4,-0.8,-0.5,-4
Levy,-3.8,1,6.6,-6.3,5.1,12.3,-0.3,-0.2,5.7,-8.1,-2,0.7
Liberty,1.4,-2.3,-0.3,3.7,-4.8,0.8,1.5,-0.3,2.8,-0.5,-2.3,-3.9
Madison,9.2,3.5,10.7,14.3,15.7,10.3,11.7,-4.6,21.3,-1.8,-0.8,-6.7
Manatee,4,6.9,7.2,2.3,6.4,18.7,5.5,8.2,5.7,-3.7,-1.3,-1.5
Marion,-2.4,3.9,4.7,3.6,19.8,16.4,-2.9,6.4,3.9,-5.6,-18.2,-5.8
Martin,0.9,3.1,6.9,1.1,9.7,9.5,1.4,2.8,7.4,-4,-2.1,-2.5
Miami-Dade,7.1,6.7,3.6,17.3,12.9,12.1,7.6,7.4,3.6,-1.2,-1.3,-1.8
Monroe,-1.6,2.9,3.4,-3.3,1.5,13.4,-0.7,3.7,3.6,-4.4,0.5,0
Nassau,-3.3,-0.9,4.3,-6.3,-5.7,7.6,-2.2,0,5.7,-3.9,0.9,-3.7
Okaloosa,0.4,5.5,2.2,-0.3,-8.9,8.7,1.3,12.2,4.5,-0.5,-0.2,-2.2
Okeechobee,-4.2,7.9,4.2,-5.3,1.4,13.6,-3.2,14.3,2.1,-5.9,-2.7,-1.2
Orange,0.6,-3.1,1.9,7.4,4.7,11.6,0,-4.2,1,0.1,0.6,1
Osceola,-5.6,3.4,3.4,-10.8,4.6,10.1,-5.9,3.7,3.9,-0.5,0.9,-3.6
Palm Beach,3.1,17,7.6,-6.3,12.7,15.8,4.6,19.6,7.8,-0.7,-0.5,-1.1
Pasco,0.6,1.1,3.4,-6.5,0.3,6.3,2.3,1.6,3.5,-1.9,-0.5,0.6
Pinellas,1.5,-1.9,3.3,6.1,4.7,4.8,1.3,-3.1,3.7,-2.2,-0.8,-1.7
Polk,-0.5,-4.3,6.6,-6.8,1.1,10,1.6,-5.7,7.1,-2.4,-4.4,-2.6
Putnam,-1.6,-3.4,-3.5,-7.1,-0.6,14.9,0.2,-4.4,-7.6,-2.8,-2,-6.7
St. Johns,6,7.3,7.4,21.5,5.7,20.8,5,8.3,6.5,1.8,1.7,1.1
St. Lucie,0.1,3.2,6.4,-6,6.2,-1.6,2.2,3.5,9.9,-3.3,-0.4,-2.1
Santa Rosa,-3.9,6.5,6.3,-17.5,-4.8,8.6,-1.7,10.7,7.6,-1.9,0.7,1.7
Sarasota,7.9,4.2,3.3,4.8,25.3,12.1,9.2,2.4,2.6,-0.2,-0.9,-2
Seminole,-1.6,-2.1,4.8,11.9,10.4,8.2,-2.7,-3.5,5.2,-2.9,-2,-3.4
Sumter,13.2,7.5,2.6,12.5,1.3,1.2,18.6,11.9,2.2,-1,-0.8,4.9
Suwannee,-11.2,-2.5,1.6,-34.9,0.1,7.4,6.4,-2.2,0.5,-2.8,-6.2,-3.1
Taylor,6.6,-4.5,9.8,6.8,-7.9,18.3,10.3,0.4,4.3,-1,-4.9,-1.4
Union,6.3,3.3,6.1,16.4,-14.3,5.4,26.8,29.1,17.4,-5.4,-10.5,-4.4
Volusia,-0.9,0.2,1.5,0.5,3.1,7.4,-0.5,0.2,1.3,-4.5,-2.2,-2.5
Wakulla,4.8,-0.2,6.6,6.1,-14.1,23.4,8.3,9.1,3.6,-2.3,-4.1,-1.9
Walton,6.9,21.6,17.7,41.8,-3.6,11.7,4.6,29.3,21.2,-2.4,-0.2,-2.5
Washington,-1.2,0,-1,-14,0.1,6.3,5,1.6,-1.4,-2.9,-2.1,-3.2
Appling,-3.3,-1.9,-0.6,-4,-6.5,8.9,-3.2,-1.4,-1.7,-3.3,-1,-1
Atkinson,1.6,3.9,15.7,8.5,3.2,28.7,-8.3,6.6,-3.5,-3.2,2,1.2
Bacon,3.1,2.5,2.6,3.3,7,10.8,4.1,0.2,-2.8,-1,0,2
Baker,-15.2,-10.3,-5,-11.6,-9.3,8.3,-18.5,-11.7,-15.2,-10,-6.5,0.6
Baldwin,-4.7,3,-2.2,-7.5,6.9,-7,-2.3,5.1,-0.4,-6.3,-2.2,-1.9
Banks,0.6,0.2,8.7,6.6,-5.9,24,-2.3,5.9,0,-4.8,-0.5,2.2
Barrow,-0.2,4.5,3.4,-3.5,0.1,3.4,1.6,7.1,3.8,-2.6,0.5,1.2
Bartow,5.8,5.6,-3.5,0,2.8,3.4,10.9,8.1,-7.5,-3.9,-1.5,0.5
Ben Hill,-0.3,-2.2,0.3,-4,-4.6,2.6,4.8,0.2,-1.9,-6,-3.5,1.7
Berrien,0.8,-2.5,1.6,-3.3,-9.5,5.7,3.4,2.3,-2.7,5.6,2.3,4.3
Bibb,1.2,2.3,-1.5,-7.7,1.1,-2.3,3.9,3.3,-1.5,-4.4,-3.1,-0.2
Bleckley,-4.5,-9.5,1.3,-12,-39,7.1,1.8,3.8,-0.9,-4.7,0.2,1.3
Brantley,2.6,4.9,4.2,-8.2,1.2,7,14.1,13,4.4,-2.6,-3.6,1.5
Brooks,-4.4,-1.9,1.9,-5.5,-6.1,13.2,-5.1,2.2,-4.9,-0.3,-3.5,-0.3
Bryan,-23.7,11,6.6,-7.1,(D),(D),-32.3,(D),(D),-1.5,1.9,7.8
Bulloch,6.3,4.1,6.9,1.8,-1.7,8.2,10.1,6.3,9.3,0.9,2.1,0.9
Burke,0.9,-5.6,3.2,0.4,-8,12.5,1.2,-5.6,2.9,-2.4,-2.4,-1.9
Butts,3.3,1.3,0.3,-0.6,7,-7.1,8.3,1.2,2.2,-6.1,-2.2,0.3
Calhoun,-15.8,-5.9,3,-7.2,-17.2,11.8,-7.1,1.2,-0.8,-30.8,-2,0.7
Camden,-0.3,1.7,0.9,8.2,16.8,-7.7,1.8,0,2.5,-3.7,-0.7,2.2
Candler,1,3.1,-1.5,-6,-3.7,1.6,2.9,5.8,-0.1,1.7,1,-7.5
Carroll,0.4,-1.8,1.1,-7.2,-6.2,4.5,6.5,0,-0.7,-5.8,0.1,2
Catoosa,3.5,1.8,1,-11.4,-6.9,5.8,10.3,5.3,0,-3.4,-2.8,0.2
Charlton,-2.7,1.2,4.6,-0.5,8.3,6.7,-1.3,3.9,4.3,-8.2,-14,2.1
Chatham,4,5.6,1.7,5.5,15.9,0.3,5.5,3.8,2.2,-3.8,-2.1,1.8
Chattahoochee,-6.4,-4.5,0.5,-34.4,-35.3,-20.8,-9.8,-7.5,-5.4,-5.3,-3.5,1.8
Chattooga,-4.4,2.5,-1.6,3.6,2.5,-1.4,-12.5,3.7,-2.7,-4.6,0.2,0.2
Cherokee,5.5,7.6,6.3,-10.6,14.3,19.1,12.1,7.4,3.3,-3.3,0.3,4.8
Clarke,-1.7,1.7,4.5,-3.6,-8.6,-1.3,-1.3,6.5,7,-1.2,-1.1,2.8
Clay,36.5,-12.8,0.6,1.1,-20.3,19.2,87.8,-13.3,-4.6,-6.3,-3.7,0
Clayton,-1,0.9,6.1,-2.7,10.4,14.6,-0.7,0.1,5.5,-2.1,-2.3,0.8
Clinch,12.1,-0.5,3.1,14,-3.8,3.7,15.3,5,3.5,-0.5,-0.1,-0.3
Cobb,8.4,4.1,2,0.5,7.6,6.4,10.7,4,1.2,-1.3,-0.5,3
Coffee,1.9,1.8,3.9,4.5,2.6,13.3,1.1,2.4,-0.2,-0.3,-2.2,0
Colquitt,1.5,0.4,3.3,-0.8,-3.4,2,4.7,3.9,3.9,-1.5,-1.4,4
Columbia,-2.1,5.4,5.3,-1.3,-1.1,1.2,-2.8,8.2,6.7,0.1,2.3,4.3
Cook,5.9,1.1,5.4,3.2,-3.7,15.9,5.1,4.7,1.5,11.8,1.2,-0.5
Coweta,1.9,2.7,1.8,-2.1,11.6,7.8,3.9,0.9,0,-1.9,-0.6,1.9
Crawford,-4.2,-0.1,14.8,-4.3,-4,25.1,-3.7,6.4,17.3,-4.6,-2.9,-1.4
Crisp,-0.5,-0.8,2.6,-0.7,2.7,4.4,0.6,-2.1,1.6,-5.1,-0.5,4
Dade,-5.5,-0.4,4.7,-7.7,-4.9,16.8,-4.4,2.9,0.9,-4.2,-2.6,-6.4
Dawson,2.1,10.3,11.3,-12.7,-5.2,15.8,8,15.3,11.7,-8.7,-0.7,3.2
Decatur,5.6,0.1,4.8,1.4,-0.2,14.8,11.5,1.6,2.7,-1.1,-2.7,-1
DeKalb,2.1,2.9,1.4,1,2.1,5.1,4.1,3,0.7,-9.7,2.5,3.2
Dodge,-2,2.2,1.8,-8.4,6.2,7.5,3.1,3.8,-1.3,-4.7,-2.6,2.6
Dooly,-7.8,3.7,8.2,-9.2,7,23.1,-9.6,3.5,-2.7,-1.2,-2.5,-2.2
Dougherty,1.6,-1.1,-3.8,10.3,1.8,3.3,2.5,-0.4,-3.8,-5.4,-5,-9.1
Douglas,2.9,2.3,4.8,11.8,0.4,0.9,2,3.8,6.5,-1.9,-2.6,1
Early,4.4,1.4,4,9.5,-2.1,4.7,1.8,1.7,1.6,-3.1,11.9,7.8
Echols,-0.9,-0.6,-1.8,-0.5,-1.5,-5.5,0.7,-1.4,9.3,-2.7,1.5,-2.1
Effingham,2.8,-1.6,5.7,15.2,0.7,-0.6,-0.7,-3.2,9.1,-1.9,1.3,2.2
Elbert,6,-4.9,-1.6,6.7,-6.1,2.7,10.7,-4,-6.1,-5.2,-4.3,-1.8
Emanuel,-1.5,0.9,7.8,1.7,2.3,28.1,-4.5,-1.3,-3.1,-0.2,3,-0.9
Evans,-3,-1.4,-4.9,-7.8,-3.4,-8.4,3.2,0.5,-2.5,-1.6,0,0.5
Fannin,-18.7,5.6,2.2,-4,-10,9.9,-23.6,9.9,1.1,-2.5,-0.6,2
Fayette,5,2.4,1.4,0.2,4.6,11.2,8.9,2.2,-1.5,-7.9,-0.2,3.5
Floyd,-2.3,0.6,-0.6,-7.2,3.1,-2.3,0.4,0.2,-0.1,-6.1,-1.8,0.1
Forsyth,-2.7,14,14.1,1.5,7.4,6.7,-3.9,16.9,16.7,-0.7,3,6
Franklin,2.7,-8.5,6.7,5.2,-6.6,17,2.5,-11.3,0,-5.3,-0.6,2.6
Fulton,1.6,3.7,4.5,-2.6,3.9,0,2.1,3.9,5.2,0.6,1.7,1.2
Gilmer,-13.7,3.2,-2.3,-7.1,-8.7,3.6,-20.1,12,-6.3,-2,0.7,1.5
Glascock,1.7,7.3,2.2,(D),(D),9.9,(D),(D),3,-2.8,-5.7,-2.2
Glynn,0.5,-0.7,0.8,-8.6,-11.4,0.7,3.7,1.6,-0.3,-1.3,-0.1,3.7
Gordon,-0.4,-2.6,1.8,-3.5,-4.6,1.6,3.1,-0.7,2.4,-0.3,-1.7,0.7
Grady,0.1,1.1,8.4,-8.1,-2.2,8.6,4.7,3.5,10.5,-1.5,-1.8,0.5
Greene,6.3,6.2,8.1,-9.8,1.7,7.6,13.4,8.2,9.2,-0.2,1.1,0.5
Gwinnett,2.1,3.1,3.6,4.5,10.8,5.8,2.2,1.8,3.2,-2.8,1.7,3.1
Habersham,2.7,0.6,1.9,-3.8,-0.3,1,11.3,2.2,2.7,-3,-1.5,1.5
Hall,-3.8,3.8,1.2,1.7,0.9,-0.3,-6.7,5.7,1.7,-1.8,0.5,3.1
Hancock,11.2,-8,3,37.5,-13.7,2.7,-5.6,-9.7,7.7,-0.8,0.6,0.4
Haralson,-11.6,-1.5,2.1,-12.3,-3.8,6,-14.3,0.6,-0.5,-2.9,-1.7,0.1
Harris,-7.4,3.7,2.6,4.6,-6.1,-5.8,-14.5,10.1,6.8,-1.4,0.4,1.6
Hart,8.8,-1.5,7,24.4,-1.7,15.9,-4.3,-1.6,-2.4,-0.7,-0.3,0.7
Heard,-31.1,28.8,10,-0.1,6.2,-8.1,-34.7,33,11.9,-3.6,0.9,3.7
Henry,10.2,4.7,3.9,10,4,11.1,14.6,6.1,2.7,-5.2,-0.4,2.5
Houston,-2.3,1,-0.3,6.2,-0.5,2.3,-0.4,1.9,-0.6,-5.3,0.7,-0.6
Irwin,-0.7,-6.7,13.1,1.4,-5.8,25.9,5.9,-3.4,10,-11.7,-12.8,-0.7
Jackson,1.5,4.7,17.3,-1,2.1,3.1,4.2,7.6,28.5,-4.2,-2.9,1.8
Jasper,-6.1,-2.7,2.4,(D),(D),10.3,(D),(D),-3.5,-3.8,1.1,4.7
Jeff Davis,1.3,1,3,-0.9,0.7,8,4.5,2.2,-1.2,-2.5,-2.3,2.2
Jefferson,-1.3,0,0.7,-1.9,0.3,2.9,1,0.2,-0.9,-5.4,-1.4,-1
Jenkins,3.9,4,6.6,-0.3,-8.9,28.5,10.4,9.9,5.1,-4.6,-0.3,0.2
Johnson,-2.1,-0.2,-1.8,-16.8,-2.6,2.7,6.1,1,-4.3,-3.4,-0.7,-0.5
Jones,3.9,1.3,0.7,33.1,0.6,6,-1.4,2.3,-1.1,-0.8,-0.6,0.9
Lamar,2.3,3.1,0.8,-3.1,-2.3,4.1,7.8,8.6,0,-0.2,-0.4,-1.3
Lanier,6.9,16.5,8.9,34.5,30.8,21.2,-4.4,0.7,-6,0.6,26.3,13.9
Laurens,1.9,0.2,11.6,10.8,8.9,44.6,-0.6,-4.4,-1.1,0,2.4,4.5
Lee,-0.5,-2.9,-0.4,3.1,-1,14.9,-1.2,-5,-6.7,-2.3,0.6,0.4
Liberty,-3.4,-6.3,-1.3,1.9,-2.7,6.3,-6.3,-5.3,-2.5,-3.2,-7.1,-2.2
Lincoln,-4.6,-1,1.4,-15.5,4.7,6.5,4.1,-3.4,-1.5,-4.2,-3.3,-0.4
Long,-1.8,2.6,5.6,10.4,14.6,11.3,-9.7,0.1,5.4,0.9,1,4
Lowndes,1.7,0.6,2,-3.4,3.6,4.9,5.8,0.9,3.1,-2.4,-1.6,-1.8
Lumpkin,4,2.2,1.9,-0.7,-1.7,5.6,9.2,5.4,1.4,0.1,0.2,0.3
McDuffie,-4.5,0.3,4.1,-4,-3,11.5,-3.4,2.4,0.2,-8.8,2.6,-1.4
McIntosh,-4.5,0.2,-1,-10.4,-2.5,6.3,-4,4.3,-1.9,-3.1,-6,-1.9
Macon,-3.5,-0.7,7.1,-6.1,-2.7,6.5,1.6,3.2,12.2,-3.9,-1.5,-1.4
Madison,-3.7,-5,3,-10,-6.6,19.4,2.4,-5.6,-8.1,-3,-1.8,-0.5
Marion,-7.6,-18.5,-1.8,-1.8,-8.5,-3.3,-15,-38,1.7,-3.6,-1.8,-2.9
Meriwether,-8.8,-4.2,-1.3,-15.2,-4.9,2.5,-4.3,0.3,-0.6,-7.6,-10.4,-7.4
Miller,4.1,3.2,4.1,1.2,-9.1,16.1,0.8,5.6,-1,13.5,8.6,5.9
Mitchell,-1.1,-0.9,4.6,-2.3,-3.9,9.1,2.6,3.4,0.9,-6,-1.9,0.8
Monroe,-9.6,-8.1,-7.6,-0.8,-3.8,12.9,-9.5,-9.3,-9.4,-13.8,0.7,-0.7
Montgomery,-1.5,-2.1,-0.1,7.7,2.8,5.1,-2.7,-5.8,-2.9,-8.3,2.5,0.5
Morgan,1.7,2,2.8,-3.3,-3,9.2,6.7,5.3,-0.9,-7.1,-0.5,4.9
Murray,-11.5,-2.9,13.2,2.7,1.1,1.6,-22.5,-7.6,29.6,-12.7,-0.9,-0.4
Muscogee,-3,0.8,0.1,-5,4.4,-5.2,-2.6,3.5,1.6,-3.1,-8.3,-1.8
Newton,-0.8,2.8,7.7,1.8,-0.6,12.8,-2.8,6.1,5.8,-0.9,1.1,2.2
